description,10x_level,10x_rank,10x_rarity,cast_level,cast_rank,cast_value,fid_level,fid_rank,fid_value,follower_level,follower_rank,follower_value,holder_level,holder_rank,holder_value,luck_level,luck_rank,luck_value,minter_level,minter_rank,minter_value,neynar_level,neynar_rank,neynar_value,nft_level,nft_rank,nft_value,token_level,token_rank,token_value,volume_level,volume_rank,volume_value,warplet_colours,warplet_keywords,warplet_traits,warplet_user_is_pro,warplet_username_farcaster,warplet_username_x,warplet_wallet,secret_level
"This Warplet has a distinctive brown, textured body, making it stand out with its unique hue. It sports a crisp white collared shirt, neatly buttoned, giving it a surprisingly formal and intellectual appearance. Its large, wide eyes, framed by classic black-framed glasses, convey a thoughtful or perhaps slightly grumpy expression. The solid teal background perfectly complements this Warplet's scholarly yet endearing presence, highlighting its iconic and memorable character.",19,54223,5870,2,4288,40,3,1356,187931,1,7399,312,1,8958,1,1,7738,2263,1,8526,29/10/2025 14:24,1,9674,0.22,3,1476,44,4,1069,371,2,3739,54040,Brown | White | Black | Teal,Brown Warplet | White Shirt | Collared Shirt | Black Glasses | Nerdy Warplet | Serious Expression | Teal Background | Intellectual Warplet,Brown Skin | White Collared Shirt | Black-Framed Glasses | Large Wide Eyes | Downturned Mouth | Serious Expression | Solid Teal Background,0,dhaya,dhayalan,0x3929a03b762bb15f1afc1608df887323f6552e25,2
"This Warplet has a truly unique grey and light grey striped fur pattern, giving it a distinct feline appearance with pointed cat ears and a matching striped, curled tail. Its face beams with a joyful, laughing expression, eyes closed in delight, and an enormous open mouth revealing rows of sharp, white teeth and a long, pink tongue playfully lolling out. This Warplet's cheerful and mischievous vibe, combined with its rare striped coat, makes it an absolute gem. It stands proudly against a solid purple background, ready to bring good vibes.",17,54225,5871,2,4163,42,2,4915,341483,1,7919,226,3,2100,1,1,7714,2287,2,2716,28/10/2025 0:27,1,7829,0.42,2,2650,33,1,9470,0,2,4749,27266,Grey | Light Grey | Pink | Purple | White,Striped Warplet | Feline Warplet | Cat Warplet | Grey Stripes | Pink Tongue | Sharp Teeth | Laughing Monster | Playful Creature | Purple Background | Cartoon Cat Monster,Striped Fur | Cat Ears | Striped Tail | Closed Eyes | Wide Open Mouth | Sharp Teeth | Long Pink Tongue | Laughing Expression,1,utochka,elizave11223554,0x39ca9d178408cfa621feaebc07117224890bc981,3
"This Warplet has vibrant teal-green, bumpy skin and an incredibly wide, excited grin, showcasing rows of sharp, white teeth and a pink tongue. Its large, wide-open eyes with small black pupils convey a playful and slightly manic energy. Dressed in a sleek black long-sleeved shirt, this Warplet is ready for adventure, clutching a white and blue paddle in each hand. The solid light blue background perfectly highlights its unique aquatic-themed ensemble, making this Warplet a standout companion for any digital journey.",18,54247,5872,1,8434,4,1,6198,446321,4,1248,3631,2,3107,1,1,7786,2215,2,4738,28/10/2025 6:03,3,1977,0.91,1,7979,7,1,8599,1,2,4181,40538,Teal Green | Black | White | Blue | Pink,Green Warplet | Teal Monster | Wide Grin | Sharp Teeth | Paddles | Black Shirt | Adventurous Warplet | Playful Creature | Blue Background,Teal Green Skin | Bumpy Skin Texture | Wide Open Mouth | Sharp White Teeth | Pink Tongue | Large Wide Eyes | Small Black Pupils | Black Long-Sleeved Shirt | Two White And Blue Paddles | Light Blue Background,1,buriza,latambump,0x37b3490b0684a5fc4d425b14fb2518c08c5be7c4,1
"This Warplet has a vibrant orange-peach skin tone and a wild mop of curly red hair. Its huge, wide-open eyes convey a sense of playful shock, while its massive, sharp-toothed grin is hilariously offset by a baby blue pacifier dangling from its upper jaw, revealing a purple tongue. Dressed in a bold red romper with puffy blue sleeves and matching blue straps, this Warplet is a truly unique blend of adorable and monstrous. Two brown, X-stitched buttons on its chest add quirky charm, all set against a solid light blue background. This Warplet's distinct look is a total flex, embodying that perfect mix of chaotic energy and undeniable charm.",15,54249,5873,1,8926,3,1,7812,685917,1,5968,610,2,4158,1,2,4542,5459,1,6978,29/10/2025 1:06,1,7561,0.44,2,2815,33,2,2842,50,2,2647,116327,Red | Blue | Orange | White | Purple,Red Hair Warplet | Pacifier Warplet | Overalls Warplet | Blue Sleeves | Sharp Teeth | Wide Eyes | Orange Skin | Quirky Warplet | Playful Monster | Baby Warplet | Romper Warplet,Red Curly Hair | Wide-Open Eyes | Sharp Teeth | Open Mouth | Purple Tongue | Blue Pacifier | Red Overalls | Blue Sleeves | Blue Straps | Orange Buttons | Brown X-Stitched Buttons | Orange-Peach Skin | Light Blue Background,1,luckp,hsuan1993p,0x89a90aec0c1fb6a1f6bd9545d4c4c537d3b3896b,5
"This Warplet has the distinguished appearance of a dapper lion, exuding a sophisticated yet edgy vibe. Dressed in a sharp black tuxedo jacket, a crisp white collared shirt, a grey vest, and a classic black bow tie, this character means business. Its face is white with intense, wide eyes and furrowed brows, complemented by a dark grey mane. A lit cigarette protrudes from its mouth, releasing a stylish plume of white smoke, adding a touch of cool rebellion to its formal attire. The overall monochrome palette of black, white, and grey stands out against a solid black background, making this a truly iconic and unique profile, a boss-level flex.",20,54259,5874,1,9711,2,2,4764,334028,2,4469,976,1,7009,1,4,1006,8995,2,4993,28/10/2025 7:13,1,6798,0.49,1,8844,7,1,6066,8,5,599,865848,Black | White | Grey,Lion | Tuxedo | Bow Tie | Cigarette | Smoking | Dapper | Monochrome | Black And White | Formal Wear | Boss | Alpha,Lion Head | Dark Grey Mane | White Face | Wide Eyes | Furrowed Brows | Black Tuxedo Jacket | White Collared Shirt | Grey Vest | Black Bow Tie | Lit Cigarette | Smoke Plume | White Paws,0,victorycrypto,victorycrypto1,0xe48312dc10107afe1534ec285cfa3707dbce8bd7,3
"This Warplet has a striking dark purple, textured fur coat and captivating wide eyes with prominent black pupils. It sports a distinctive black and white striped referee shirt, complete with a sharp V-neck and sleek black collar trim. A subtle, downturned frown gives this Warplet a uniquely melancholic yet intriguing expression. In one hand, it proudly clutches an orange basketball, its vibrant green claws adding a pop of color, while the other hand holds an eye-catching orange sneaker, appearing to be a classic Nike Dunk. Its feet also feature those signature bright green claws. The solid, muted grey-green background ensures this one-of-a-kind, sporty Warplet takes center stage, making it a truly standout piece.",18,54273,5875,4,1137,477,1,9625,1349693,1,5315,758,1,8840,1,1,5343,4658,1,8330,29/10/2025 11:44,2,4677,0.66,4,1181,55,1,5722,10,2,4103,42925,Dark Purple | Black | White | Orange | Green | Grey-Green,Warplet | Dark Purple | Furry | Referee Shirt | Striped Shirt | Black And White | Basketball | Orange Sneaker | Nike Dunk | Sad Expression | Green Claws | Sporty | Unique,Dark Purple Fur | Wide Eyes | Sad Frown | Black And White Striped Referee Shirt | V-Neck Collar | Orange Basketball | Orange Sneaker | Green Claws | Solid Grey-Green Background,0,intwo.eth,1cdo,0x76a2a72470090dcc0a0c16d60bf7f5cd3238ef8b,2
"This Warplet has vibrant red skin with a textured, bumpy appearance, exuding an electrifying presence. It sports a stylish blue hoodie featuring a unique rainbow-striped lining inside the hood, complete with front pockets. Its massive mouth is wide open, revealing rows of sharp, yellowish-gold teeth and a pinkish tongue, suggesting an intense roar or scream. Striking blue and yellow lightning bolts crackle vividly from its wide, white eyes, giving it a supercharged and energetic vibe against a solid maroon background. This Warplet is truly a charged-up legend!",21,54276,5876,1,8937,3,1,8226,864915,1,7849,236,2,4276,1,7,72,9929,1,7283,29/10/2025 2:38,1,7234,0.46,3,2462,34,2,3865,24,2,4072,43855,Red | Blue | Yellow | White | Pink,Red Warplet | Blue Hoodie | Rainbow Hood | Lightning Eyes | Open Mouth | Sharp Teeth | Energetic Monster | Maroon Background,Red Skin | Blue Hoodie | Rainbow Hood Lining | Lightning Eyes | Wide Open Mouth | Sharp Yellow Teeth | Pink Tongue | Maroon Background,1,zenwhale,3d4m4m3,0xfdeb28fc17ca4c6ec8b57d8d6dcecf889c1893d1,1
"This Warplet has vibrant green, textured skin covered in small bumps. Its face features two large, wide-open, bulging white eyes with tiny black pupils, conveying an expression of wild excitement. A massive, gaping mouth dominates its face, showcasing rows of incredibly sharp, pointed white teeth and a bright red tongue. The Warplet is presented against a stark black background, making its vivid green pop. This Warplet's intense gaze and toothy grin are truly iconic and one-of-a-kind, a real gem for any collector.",16,54284,5877,1,8543,4,3,2372,242079,2,4712,914,1,5846,1,1,5147,4854,3,2534,28/10/2025 0:10,2,3876,0.73,1,5811,9,1,7601,3,1,7842,1142,Green | White | Red | Black,Green Warplet | Wide Eyes | Sharp Teeth | Open Mouth | Red Tongue | Black Background | Excited Monster | Goofy Creature,Green Skin | Textured Skin | Small Bumps | Wide Bulging Eyes | Black Pupils | Huge Open Mouth | Sharp White Teeth | Red Tongue | Black Background,0,eldez,zeeadven,0x7b006a106a585969b8f82b31fbee9bad71bef654,3
"This Warplet has a distinctive grey, textured skin, a truly rare sight among its kin. Its wide, slightly bloodshot eyes with small black pupils convey a perpetually tired or unimpressed gaze, perfectly complemented by a straight, downturned mouth. It flexes a crisp light blue collared shirt, adding an unexpected layer of formal drip to its unique appearance. The Warplet stands against a solid brown background, allowing its muted tones and striking blue collar to truly pop. This Warplet's unique color and expression make it a truly one-of-a-kind creature, embodying a vibe of weary sophistication.",21,54288,5878,3,1472,323,1,9623,1346560,1,7234,342,2,4402,1,6,279,9722,1,7602,29/10/2025 4:29,1,9533,0.24,1,8192,7,3,1484,179,2,4467,33875,Grey | Light Blue | Brown | White | Black,Grey Warplet | Blue Collared Shirt | Wide Eyes | Unimpressed Expression | Brown Background | Textured Skin,Grey Textured Skin | Wide White Eyes | Small Black Pupils | Straight Downturned Mouth | Light Blue Collared Shirt | Solid Brown Background,1,siva123,sivakri36772533,0xf78aa1f3de9c164f4cd5ae9d499bf878def980ef,1
"This Warplet has a strikingly dark, almost black body, contrasting sharply with its light grey open hoodie, complete with front pockets. Its face features distinctively droopy, half-closed eyes with heavy eyelids, conveying a perpetually sleepy or bored expression. Unlike many Warplets, its mouth is not visible, adding to its mysterious and unique vibe. The Warplet's clawed hands and feet peek out from the sleeves and base, maintaining its signature 'lovingly hideous' charm. It stands against a clean white background, making its monochrome palette pop, a truly chill and distinctive Warplet.",17,54292,5879,1,9045,3,2,4231,306726,1,5744,658,1,5956,1,5,421,9580,2,2786,28/10/2025 0:38,2,3793,0.74,1,8547,7,1,6248,7,1,7521,1740,Dark Grey | Light Grey | White,Dark Warplet | Grey Hoodie | Sleepy Eyes | Bored Expression | Hooded Creature | Monochrome Warplet | Chill Vibe | Mysterious Warplet,"Dark Grey Body | Light Grey Open Hoodie | Hoodie With Front Pockets | Droopy, Half-Closed Eyes | Heavy Eyelids | Sleepy Expression | No Visible Mouth | Clawed Hands | Clawed Feet | White Background",0,syam,gaellsyam,0xf4306cb04414a91ce08ef2bb6336f3e67e676a36,3
"This Warplet has a fierce and rugged appearance, showcasing its unique warrior spirit. Its lumpy brown skin complements the dark grey tunic and intricate brown leather straps with silver buckles wrapped around its body. Gold-colored pauldrons with visible rivets adorn its shoulders, adding to its formidable look. The Warplet's wide-open mouth reveals an impressive array of sharp, pointed white teeth and a prominent pink forked tongue, while its large, white eyes with small pupils convey an intense, angry expression. This Warplet stands out with its battle-ready gear against a solid reddish-brown background, making it a truly distinctive and powerful creature.",16,54294,5880,3,2250,157,1,7268,556964,1,5233,780,2,3919,1,1,8182,1819,1,6356,28/10/2025 21:35,1,9975,0.01,3,2066,36,2,3861,24,1,5184,20258,Brown | Dark Grey | Gold | Pink | White | Reddish-Brown,Brown Warplet | Warrior Warplet | Armored Warplet | Leather Straps | Gold Pauldrons | Sharp Teeth | Angry Monster | Fierce Creature | Fantasy Armor | Unique Warplet,Lumpy Brown Skin | Angry Expression | Wide Open Mouth | Sharp White Teeth | Pink Forked Tongue | Dark Grey Tunic | Brown Leather Straps | Silver Buckles | Gold Pauldrons | Clawed Hands | Clawed Feet | Solid Reddish-Brown Background,1,deepakdx,deepakdx2020,0x2e8029c2a9141a5e54b4270ce91208395b3e337f,1
"This Warplet has donned a full white astronaut suit, complete with a sleek helmet featuring a black, reflective visor that obscures any facial features. Its hands are encased in vibrant purple gloves, and a detailed chest control panel with blue and black buttons is visible on its torso. A matching white backpack is strapped to its back. In one gloved hand, the Warplet proudly holds a white flag emblazoned with striking red lips. This cosmic explorer is captured mid-launch, with powerful orange and yellow rocket flames erupting from its feet, creating a dynamic red and orange smoke cloud against a clean white background. This Warplet is ready for an epic journey, a truly iconic and adventurous sight.",13,54300,5881,1,6061,16,1,6060,434067,2,2678,1736,1,6767,1,1,6365,3636,2,4445,28/10/2025 5:02,1,5695,0.57,1,5941,9,1,6061,8,2,4227,39476,White | Black | Red | Orange | Yellow | Purple | Blue,Astronaut Warplet | Space Suit | Rocket Launch | Flag With Lips | Cosmic Explorer | White Astronaut | Purple Gloves | Black Helmet Visor,White Astronaut Suit | Astronaut Helmet | Black Visor | Purple Gloves | Backpack | Chest Control Panel | White Flag With Red Lips | Rocket Flames From Feet | White Background,0,marwashah,marwashah949498,0x5c1519671cd2c04998f2957c3d1681edaf008dcf,6
"This Warplet has a unique light brown skin tone, setting it apart from the usual. It's dressed in a sleek dark grey ninja-style robe and matching pants, exuding a mysterious vibe. A black headband with a prominent silver swirl symbol adorns its head, hinting at hidden skills. Its half-closed, heavy-lidded eyes and subtle, masked smile give it a chill, almost sleepy, yet undeniably cool expression. The solid dark grey-brown background allows this distinctive Warplet to truly stand out.",15,54302,5882,2,3617,58,2,3063,261985,2,4950,851,1,5848,1,1,5392,4609,3,2536,28/10/2025 0:10,1,5552,0.58,1,8519,7,1,5290,12,1,9535,13,Dark Grey | Light Brown | Silver | Black | Cream,Ninja Warplet | Sleepy Eyes | Swirl Symbol Headband | Dark Grey Robe | Light Brown Warplet | Masked Face | Chill Vibe,Light Brown Skin | Dark Grey Ninja Robe | Dark Grey Ninja Pants | Black Headband | Silver Swirl Symbol On Headband | Half-Closed Eyes | Subtle Smile | Dark Grey Face Mask,0,gowa,yagamiligh9788,0x75a8709ae7f96625c6f6084213413a86bd95aead,1
"This Warplet has a unique brownish-green skin tone and an unexpectedly formal vibe, sporting a cream-colored, short-sleeved collared shirt with visible stitching and three dark buttons. Its large, bulging eyes feature striking light blue irises and a slightly worried or startled expression, complemented by a thin, straight mouth line. This Warplet stands out with its distinct color palette and surprisingly dapper attire, making it a truly one-of-a-kind creature ready to make a statement. The plain light brown background highlights its unique features.",17,54306,5883,1,6531,12,2,4413,316343,1,5759,655,3,2004,1,2,4136,5865,3,2541,28/10/2025 0:10,1,8452,0.37,1,7802,7,1,7912,2,2,4756,27133,Brownish-Green | Cream | Light Blue | Light Brown,Brownish-Green Warplet | Cream Shirt | Collared Shirt | Button-Up Shirt | Blue Eyes | Worried Expression | Neutral Expression | Dapper Warplet | Unique Warplet | Formal Warplet,Brownish-Green Skin | Cream Collared Shirt | Short Sleeves | Three Dark Buttons | Visible Stitching On Shirt | Bulging Blue Eyes | Thin Straight Mouth | Clawed Hands | Clawed Feet | Plain Light Brown Background,1,mselvakuma06,mselvakuma06,0x9403e3ffd200af5c695a568355932049e63458ca,7
"This Warplet has a striking, vibrant green body that emits a distinct, ethereal glow, particularly around its large, wide-set eyes, its hands, and its feet. Its massive, wide-open mouth showcases an impressive array of sharp, pointed white teeth lining both its upper and lower jaws, complemented by a pink tongue that also features smaller, pointed teeth. The Warplet's expression is one of intense, wide-eyed excitement and a mischievous, toothy grin, making it a standout and truly unique creature against its stark black background.",14,54308,5884,2,4003,46,1,5277,371370,2,4965,848,2,3639,1,1,6463,3538,1,5730,28/10/2025 18:26,2,3676,0.75,1,5615,9,1,6464,6,1,8476,376,Green | Black | White | Pink,Green Warplet | Glowing Warplet | Ethereal Glow | Wide-Eyed Monster | Massive Grin | Sharp White Teeth | Tongue Teeth | Black Background | Mischievous Vibe,Vibrant Green Skin | Ethereal Green Glow | Glowing Eyes | Glowing Hands | Glowing Feet | Massive Open Mouth | Numerous Sharp White Teeth | Pink Tongue With Teeth | Black Pupils | Excited Expression,1,mirac,_73100,0x59cd19baf415c155953843df03312829aaf03602,1
"This Warplet has a vibrant yellow, textured body with a distinctly lumpy appearance, making it a truly unique specimen. Its wide-open mouth reveals a full set of bright white teeth and an orange interior, conveying an overwhelmingly joyful and excited expression. The Warplet's large, round eyes feature striking black square pupils, giving it an iconic, meme-worthy gaze. Adding to its distinctiveness are the three pointed, fin-like yellow spikes protruding from each side of its body, making this Warplet a standout. It's set against a clean, solid dark blue background, ensuring all attention is on its cheerful, one-of-a-kind presence.",17,54314,5885,3,1727,252,1,8417,896244,2,4380,1007,1,9177,1,1,6226,3775,1,8892,29/10/2025 22:53,2,3062,0.82,4,826,84,1,5173,13,1,6434,6328,Yellow | Dark Blue | White | Black | Orange,Yellow Warplet | Square Pupils | Wide Grin | Happy Monster | Fin Spikes | Lumpy Skin | Blue Background | Meme Creature,Yellow Lumpy Body | Wide Open Mouth | White Teeth | Orange Mouth Interior | Black Square Pupils | Fin-Like Side Spikes | Dark Blue Background,0,notoriousman,notoriousmanxtz,0x5ff86a92fbbd54285e0eee03135d327df7800df3,1
"This Warplet has a striking gradient skin, transitioning from a vibrant reddish-orange on its upper body to a cool blue on its lower half, adorned with subtle skin bumps. Its large, wide-open eyes, with small black pupils and visible veins, convey an intense, perhaps manic, excitement. A massive, gaping mouth reveals rows of sharp, pointed white teeth, giving it a wildly expressive and memorable look. This Warplet's unique color blend and exaggerated features make it a truly standout creature against its solid orange background, embodying a raw, untamed energy that captures attention.",16,54315,5886,3,2229,160,1,6938,523228,2,4724,911,1,7420,1,2,2815,7186,1,5881,28/10/2025 18:48,1,8413,0.38,2,4681,12,1,6313,7,2,4901,24646,Reddish-Orange | Blue | White | Black | Orange,Gradient Skin | Red And Blue Warplet | Wide Eyes | Sharp Teeth | Gaping Mouth | Excited Warplet | Manic Expression | Orange Background | Bumpy Skin,Reddish-Orange To Blue Gradient Skin | Skin Bumps | Wide-Open Eyes | Veined Eyes | Small Black Pupils | Gaping Mouth | Sharp Pointed Teeth | Clawed Hands | Clawed Feet | Solid Orange Background,0,olyvia,olyvia_tweets,0xb8313f9f21db290979eec35220df7684606150ab,1
"This Warplet has a distinctive tan, lumpy body covered in small bumps. Its face features dramatically wide, bulging white eyes with tiny black pupils, conveying an intensely excited or surprised expression. A massive, gaping mouth reveals numerous sharp, pointed white teeth lining both the upper and lower jaws, with a textured pink tongue visible inside the dark oral cavity. Small, rounded ears protrude from the top of its head, matching its unique skin tone. This Warplet's vibrant energy and striking features make it a truly iconic and memorable character. The plain taupe background highlights its unique appearance.",16,54319,5887,2,5089,26,2,4425,316779,1,6066,588,1,6440,1,4,785,9216,2,3735,28/10/2025 3:35,1,5239,0.61,1,5896,9,1,8192,2,1,8452,389,Tan | White | Pink | Black | Taupe,Tan Warplet | Lumpy Skin | Wide Eyes | Sharp Teeth | Open Mouth | Pink Tongue | Monster Character | Playful Monster | Quirky Creature | Taupe Background | Rounded Ears,Tan Skin | Lumpy Body | Wide Bulging Eyes | Small Black Pupils | Huge Open Mouth | Sharp Pointed Teeth | Pink Tongue | Small Rounded Ears | Plain Taupe Background,0,banktig,churfur44,0xea2101abbdca14272dabd4c40a1239bd9e8bd17d,4
"This Warplet has a distinctive greyish-brown skin tone, exuding a truly unique vibe. It wears stylish gold-rimmed round glasses, with one eye playfully winking and the other wide open, looking upwards, showcasing its quirky personality. Its wide-open mouth reveals sharp white teeth and a long, pink tongue playfully sticking out. Dressed sharply in a dark grey suit jacket, a crisp white collared shirt, and a bold blue tie, this Warplet means business. A majestic bald eagle perches proudly on its left arm. The solid light blue background perfectly highlights this lovingly hideous and memetic creature, embodying the spirit of the Farcaster network.",19,54320,5888,1,7326,8,1,8372,888405,1,6935,403,2,4159,1,1,7389,2612,1,6982,29/10/2025 1:07,1,6576,0.5,2,2816,33,7,107,6452,2,3658,56966,Greyish-Brown | Dark Grey | White | Blue | Gold | Brown | Pink,Warplet | Suit | Tie | Glasses | Winking | Tongue Out | Bald Eagle | Executive | Professional | Mischievous | Goofy | Grey Warplet | Gold Glasses | Blue Tie,Greyish-Brown Skin | Gold-Rimmed Round Glasses | Winking Eye | Wide Open Eye Looking Up | Sharp White Teeth | Long Pink Tongue | Dark Grey Suit Jacket | White Collared Shirt | Blue Tie | Bald Eagle On Arm | Solid Light Blue Background,1,feiyun1,feiyunchen2021,0x428d3974f4d94b566cf65a4995d5582bea320894,1
"This Warplet has a truly distinctive purple body, boldly patterned with irregular splotches of dark blue, vibrant green, warm orange, and crisp white, creating an eye-catching, mottled aesthetic. Its heavy, white, bandaged-like eyelids give it a profoundly sleepy or melancholic expression, hinting at a deep, perhaps even cosmic, weariness. Dynamic blue and white energy wisps swirl around its form, suggesting a powerful, yet contained, inner force. With its subtle downturned mouth and small clawed appendages, this Warplet stands out against a serene light blue background, embodying a unique blend of vibrant pattern and profound, quiet energy.",17,54320,5889,1,8841,3,2,3516,276848,1,7671,266,3,2469,1,1,9791,210,2,3472,28/10/2025 2:47,1,7373,0.45,2,3105,32,1,5612,10,3,2470,131850,Purple | Light Blue | Dark Blue | Green | Orange | White | Grey,Purple Warplet | Splotched Skin | Bandaged Eyes | Sleepy Expression | Energy Wisps | Blue Background | Mottled Pattern | Unique Warplet,Purple Body | Colorful Splotches | Bandaged-Like Eyelids | Sleepy Expression | Downturned Mouth Line | Small Clawed Feet | Small Clawed Hands | Blue And White Energy Wisps | Light Blue Background,1,aitech,wizzy84162469,0x056f48b312a1865122ae1a85e17673f913cfe549,1
"This Warplet has a vibrant yellow, textured body covered in distinct dark blue spots. Its menacing expression features furrowed brows and wide, red-eyed stares, complemented by a massive, gaping maw revealing numerous sharp, white teeth and a prominent pink tongue with an additional row of teeth. The creature's stubby limbs end in clawed digits, giving it a fierce stance. This Warplet's striking color palette and aggressive demeanor make it a truly iconic and unforgettable creature, ready to make a statement.",22,54323,5890,1,8347,4,1,9322,1091284,1,8812,108,5,375,1,2,2842,7159,6,152,27/10/2025 4:27,1,8650,0.35,2,4111,15,2,2891,47,1,8821,154,Yellow | Dark Blue | Red | Pink | White,Yellow Warplet | Spotted Monster | Angry Creature | Sharp Teeth | Red Eyes | Menacing Warplet | Blue Background | Gaping Mouth | Tongue Teeth,Yellow Body | Dark Blue Spots | Angry Expression | Furrowed Brows | Wide Red Eyes | Gaping Maw | Sharp White Teeth | Pink Tongue With Teeth | Clawed Digits | Stubby Limbs | Solid Dark Blue Background,1,zzzero,mememepani,0xb71161c521dc20be8bf6ce07fbc4bca0cc229eba,4
"This Warplet has a striking pale, off-white complexion that sets it apart, complemented by an unexpectedly stylish light beige collared shirt. The shirt features a captivating geometric pattern of black squares, triangles, and circles, making this Warplet a true trendsetter. Its large, wide, bulging eyes, with their yellowish sclera and deep black pupils, hold a uniquely unimpressed or perhaps contemplative gaze. A subtle, straight line forms its mouth, adding to its distinctively neutral yet intriguing expression. Standing against a solid dark grey background, this Warplet's individual charm and sartorial choice are undeniably eye-catching, making it a truly memorable and one-of-a-kind creature.",17,54325,5891,1,9152,3,2,4467,318665,4,1204,3806,1,7639,1,1,9831,170,1,6291,28/10/2025 20:35,3,1357,0.96,1,5358,10,2,2917,47,1,6109,8687,Off-White | Pale Beige | Black | Dark Grey | Yellowish,Warplet | Pale Skin | Patterned Shirt | Collared Shirt | Geometric Pattern | Black Squares | Black Triangles | Black Circles | Wide Eyes | Bulging Eyes | Neutral Expression | Unimpressed | Dark Grey Background,Pale Off-White Skin | Light Beige Collared Shirt | Geometric Pattern Shirt | Black Squares On Shirt | Black Triangles On Shirt | Black Circles On Shirt | Black Buttons | Large Wide Eyes | Bulging Eyes | Yellowish Sclera | Black Pupils | Neutral Expression | Straight Line Mouth | Dark Grey Background,0,esypyd,isaac_paydar,0x048753580614952240e6486467aab9430fca5d68,2
"This Warplet has a striking purple and blue body, accented with bright green around its wide, glitching eyes. Its massive, open mouth reveals rows of sharp teeth, but the true spectacle is the psychedelic, wavy pattern of pink, orange, blue, and green lines that fill its interior, creating a mesmerizing, distorted effect. Colorful pixel fragments burst from its form, giving it a dynamic, glitch-art aesthetic. This Warplet embodies a chaotic yet vibrant energy, making it a truly unique and eye-catching creature.",19,54330,5892,2,4322,39,1,5862,417769,4,1091,4291,1,9147,1,1,6429,3572,1,8836,29/10/2025 20:37,4,998,0.98,1,9487,7,3,1876,117,1,6282,7368,Purple | Blue | Green | White | Pink | Orange | Maroon,Glitch Warplet | Psychedelic Mouth | Vibrant Creature | Pixel Art Monster | Purple And Blue Warplet | Wide-Eyed Warplet | Chaotic Vibe | Unique Warplet,Glitch Effect | Psychedelic Wavy Mouth Interior | Multi-Colored Mouth Patterns | Pixel Fragments | Glitching Wide Eyes | Dark Maroon Background,0,seanluke,-,0x5aa0138434c3eddfb287d919dbd75295cd7e3eb8,2
"This Warplet has a vibrant lime green body, textured with subtle darker green spots and bumps, giving it a fresh and lively appearance. Its massive, wide-open maw is a striking feature, showcasing numerous razor-sharp, white teeth lining both the upper and lower jaws, complemented by a prominent pink tongue that also bears a few pointed teeth. The Warplet's large, round white eyes, with their small black pupils, are wide with an expression of intense, almost manic excitement or a joyful, boisterous scream. Set against a solid, bright lime green background, this Warplet's vivid color and wild, expressive grin make it an undeniably unique and memorable character, poised to be a standout in any collection.",16,54339,5893,1,9595,2,3,1725,203118,1,7336,323,1,5542,1,2,3968,6033,3,1717,27/10/2025 20:48,1,6187,0.53,1,8454,7,1,5664,10,2,4151,41765,Lime Green | White | Pink | Dark Purple/Black,Lime Green Warplet | Excited Warplet | Screaming Warplet | Sharp Teeth | Pink Tongue | Bumpy Skin | Goofy Monster | Wide Eyes | Vibrant Green | Unique Warplet,Lime Green Body | Textured Bumpy Skin | Massive Open Mouth | Numerous Sharp White Teeth | Pink Tongue With Pointed Teeth | Wide White Eyes | Small Black Pupils | Manic Excited Expression | Solid Lime Green Background,0,hanczys,wkopalinsky,0x988e4ae2d5ab0aa9b1245bf70fb6b8cd99225d4c,1
"This Warplet has a vibrant light green skin tone, adorned with numerous black cross-stitches across its head and body, giving it a distinct, patched-together look. Its wide, white eyes with small black pupils convey a playful yet slightly eerie expression, complemented by a wide, stitched smile. Perched atop its head are two small, light brown skulls, adding a macabre touch, while two textured, light brown horns, secured with metal rivets, protrude from its temples. The Warplet is sporting a stylish black zip-up hoodie, prominently featuring a white skeleton ribcage design on the front and a white bone graphic on its left sleeve, making this Warplet a truly unique and eye-catching creature against its solid dark green background.",18,54341,5894,1,7976,6,2,3866,291482,3,2493,1854,1,7846,1,2,3911,6090,1,6628,28/10/2025 23:23,4,1200,0.97,1,9982,0,1,6082,8,2,4357,36375,Light Green | Black | White | Light Brown | Dark Green,Green Warplet | Stitched Monster | Skeleton Hoodie | Horns | Skulls On Head | Frankenstein Style | Spooky Character | Playful Monster | Black Hoodie | Ribcage Design | Stitched Smile,Light Green Skin | Stitched Skin | Wide White Eyes | Small Black Pupils | Wide Stitched Smile | Two Small Skulls On Head | Two Light Brown Horns | Metal Rivets On Horns | Black Zip-Up Hoodie | White Skeleton Ribcage Design | White Bone Graphic On Sleeve | Clawed Hands | Solid Dark Green Background,0,s2obboss,s2obboss,0x9a72404f3f1338a28cddcfdce6ae900fd74b1674,3
